;c_procedure_1;c_procedure_katalog_1;mapped_katalog;number_of_mappings;number_of_upsamplings;matchable_code
1064;5-322.81;OPS 2004;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];68.0;2.0;5-322.
1065;5-322.c1;OPS 2005;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];16.0;1.0;5-322.c
1066;5-322.h1;OPS 2005;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];13.0;1.0;5-322.h
1067;5-322.x2;OPS 2005;['OPS'];1.0;1.0;5-322.x
1068;5-324.01;OPS 2004;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];47.0;2.0;5-324.
1069;5-324.13;ops_v21;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];47.0;2.0;5-324.
1070;5-343.23;ICPM;['OPS'];1.0;1.0;5-343.2
1071;5-346.82;OPS 2022;['OPS', 'OPS', 'OPS', 'OPS'];4.0;1.0;5-346.8
1072;5-347.y1;ICPM;['OPS'];1.0;1.0;5-347.y
1073;5-35b.00;OPS 2022;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];330.0;4.0;Mai 35
1074;5-377.00;ICPM;['OPS'];1.0;1.0;5-377.0
1075;5-377.01;ICPM;['OPS'];1.0;1.0;5-377.0
1076;5-377.10;ICPM;['OPS'];1.0;1.0;5-377.1
1077;5-377.20;ICPM;['OPS'];1.0;1.0;5-377.2
1078;5-378.10;ICPM;['OPS', 'OPS', 'OPS', 'OPS', 'OPS'];5.0;1.0;5-378.1
1079;5-378.10;ops_v20;['OPS', 'OPS', 'OPS', 'OPS', 'OPS'];5.0;1.0;5-378.1
1080;5-378.11;OPS 2005;['OPS', 'OPS', 'OPS', 'OPS', 'OPS'];5.0;1.0;5-378.1
1081;5-378.98;OPS 2005;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];14.0;1.0;5-378.9
1082;5-378.99;OPS 2006;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];14.0;1.0;5-378.9
1083;5-378.99;OPS 2009;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];14.0;1.0;5-378.9
1084;5-379.e;OPS 2022;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];26.0;1.0;5-379.
1085;5-380.75;ICPM;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];6.0;1.0;5-380.7
1086;5-385.10;ICPM;['OPS'];1.0;1.0;5-385.1
1087;5-38a.15;OPS 2009;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];28.0;1.0;5-38a.1
1088;5-38a.5;OPS 2009;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];105.0;1.0;5-38a.
1089;5-38a.6;OPS 2009;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];105.0;1.0;5-38a.
1090;5-38a.w1;OPS 2022;['OPS'];1.0;1.0;5-38a.w
1091;5-393.21;ICPM;['OPS'];1.0;1.0;5-393.2
1092;5-393.39;OPS 2021;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];9.0;1.0;5-393.3
1093;5-394.03;ICPM;['OPS'];1.0;1.0;5-394.0
1094;5-394.07;ICPM;['OPS'];1.0;1.0;5-394.0
1095;5-394.23;ICPM;['OPS'];1.0;1.0;5-394.2
1096;5-394.47;ICPM;['OPS'];1.0;1.0;5-394.4
1097;5-394.60;ICPM;['OPS'];1.0;1.0;5-394.6
1098;5-399.50;ICPM;['OPS'];1.0;1.0;5-399.5
1099;5-399.71;ICPM;['OPS'];1.0;1.0;5-399.7
1100;5-402.15;ICPM;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];6.0;1.0;5-402.1
1101;5-402.40;ICPM;['OPS'];1.0;1.0;5-402.4
1102;5-402.41;ICPM;['OPS'];1.0;1.0;5-402.4
1103;5-403.0y;ops_v21;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];7.0;1.0;5-403.0
1104;5-403.y1;ICPM;['OPS'];1.0;1.0;5-403.y
1105;5-404.2;OPS 2004;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];19.0;1.0;5-404.
1106;5-404.9;ops_v21;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];19.0;1.0;5-404.
1107;5-411.1;ops_v20;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];26.0;1.0;5-411.
1108;5-413.y1;ICPM;['OPS'];1.0;1.0;5-413.y
1109;5-429.70;ICPM;['OPS'];1.0;1.0;5-429.7
1110;5-429.72;ICPM;['OPS'];1.0;1.0;5-429.7
1111;5-429.j6;OPS 2005;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];15.0;1.0;5-429.j
1112;5-42a.2;OPS 2022;['OPS', 'OPS', 'OPS'];3.0;1.0;5-42a.
1113;5-434.01;ICPM;['OPS'];1.0;1.0;5-434.0
1114;5-439.y;ops_v21;['OPS'];1.0;2.0;5-439
1115;5-448.82;OPS 2005;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];86.0;2.0;5-448.
1116;5-448.8x;OPS 2005;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];86.0;2.0;5-448.
1117;5-451.3;ICPM;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];56.0;1.0;5-451.
1118;5-451.60;ops_v20;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];56.0;2.0;5-451.
1119;5-451.62;ops_v21;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];56.0;2.0;5-451.
1120;5-465.11;ICPM;['OPS'];1.0;1.0;5-465.1
1121;5-465.13;ICPM;['OPS'];1.0;1.0;5-465.1
1122;5-465.14;ICPM;['OPS'];1.0;1.0;5-465.1
1123;5-465.20;ICPM;['OPS'];1.0;1.0;5-465.2
1124;5-465.y3;ICPM;['OPS'];1.0;1.0;5-465.y
1125;5-466.25;ICPM;['OPS'];1.0;1.0;5-466.2
1126;5-469.2y;ops_v21;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];6.0;1.0;5-469.2
1127;5-469.9x;ops_v20;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];158.0;2.0;5-469.
1128;5-470.13;ICPM;['OPS', 'OPS', 'OPS', 'OPS'];4.0;1.0;5-470.1
1129;5-470.21;ICPM;['OPS'];1.0;1.0;5-470.2
1130;5-484.44;ops_v20;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];9.0;1.0;5-484.4
1131;5-484.64;ops_v20;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];9.0;1.0;5-484.6
1132;5-484.64;ops_v21;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];9.0;1.0;5-484.6
1133;5-493.00;OPS 2021;['OPS'];1.0;1.0;5-493.0
1134;5-493.20;OPS 2021;['OPS'];1.0;1.0;5-493.2
1135;5-493.20;OPS 2022;['OPS'];1.0;1.0;5-493.2
1136;5-493.61;OPS 2021;['OPS'];1.0;1.0;5-493.6
1137;5-496.30;ICPM;['OPS'];1.0;1.0;5-496.3
1138;5-496.51;ops_v20;['OPS'];1.0;1.0;5-496.5
1139;5-511.10;ICPM;['OPS', 'OPS', 'OPS'];3.0;1.0;5-511.1
1140;5-511.2y;ops_v21;['OPS', 'OPS', 'OPS'];3.0;1.0;5-511.2
1141;5-512.44;ICPM;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];6.0;1.0;5-512.4
1142;5-513.64;ICPM;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];51.0;2.0;5-513.
1143;5-513.g;OPS 2004;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];51.0;1.0;5-513.
1144;5-524.21;ICPM;['OPS'];1.0;1.0;5-524.2
1145;5-526.6;ops_v20;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];27.0;1.0;5-526.
1146;5-536.40;OPS 2004;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];13.0;1.0;5-536.4
1147;5-541.22;ICPM;['OPS'];1.0;1.0;5-541.2
1148;5-549.41;ICPM;['OPS'];1.0;1.0;5-549.4
1149;5-549.41;OPS 2022;['OPS'];1.0;1.0;5-549.4
1150;5-554.01;ops_v21;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];55.0;2.0;5-554.
1151;5-554.10;ops_v20;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];55.0;2.0;5-554.
1152;5-555.y0;ICPM;['OPS'];1.0;1.0;5-555.y
1153;5-564.1;ICPM;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];36.0;1.0;5-564.
1154;5-569.3y;ops_v21;['OPS', 'OPS', 'OPS', 'OPS', 'OPS'];5.0;1.0;5-569.3
1155;5-569.80;OPS 2008;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];46.0;2.0;5-569.
1156;5-573.31;ICPM;['OPS'];1.0;1.0;5-573.3
1157;5-576.42;ICPM;['OPS', 'OPS', 'OPS', 'OPS'];4.0;1.0;5-576.4
1158;5-582.20;ICPM;['OPS'];1.0;1.0;5-582.2
1159;5-582.23;ICPM;['OPS'];1.0;1.0;5-582.2
1160;5-602.22;ICPM;['OPS'];1.0;1.0;5-602.2
1161;5-623.0;ICPM;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];47.0;3.0;Mai 62
1162;5-624.1;ICPM;['OPS', 'OPS', 'OPS', 'OPS'];4.0;1.0;5-624.
1163;5-637.31;ops_v21;['OPS'];1.0;1.0;5-637.3
1164;5-641.12;ICPM;['OPS'];1.0;1.0;5-641.1
1165;5-649.54;ICPM;['OPS', 'OPS', 'OPS', 'OPS'];4.0;1.0;5-649.5
1166;5-651.00;OPS 2004;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];41.0;2.0;5-651.
1167;5-651.03;OPS 2004;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];41.0;2.0;5-651.
1168;5-651.21;ops_v21;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];41.0;2.0;5-651.
1169;5-651.22;ICPM;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];41.0;2.0;5-651.
